"protein__id","gene__name","group","replicate","variable","value"
"P0A7M9","rpmE","Control",1,"lfq",26.8972
"P0A7M9","rpmE","Control",2,"lfq",26.4957
"P0A7M9","rpmE","Control",3,"lfq",26.3839
"P0A7N4","rpmF","Ampicillin",1,"lfq",30.213
"P0A7N4","rpmF","Ampicillin",2,"lfq",29.7588
"P0A7N4","rpmF","Ampicillin",3,"lfq",30.7662
"P0A7N4","rpmF","Cefotaxime",1,"lfq",30.7744
"P0A7N4","rpmF","Cefotaxime",2,"lfq",31.6207
"P0A7N4","rpmF","Cefotaxime",3,"lfq",31.5493
"P0A7N4","rpmF","Impipenem",1,"lfq",31.1493
"P0A7N4","rpmF","Impipenem",2,"lfq",30.9892
"P0A7N4","rpmF","Impipenem",3,"lfq",31.325
"P0A7N4","rpmF","Ciprofloxacin",1,"lfq",30.3483
"P0A7N4","rpmF","Ciprofloxacin",2,"lfq",30.4589
"P0A7N4","rpmF","Ciprofloxacin",3,"lfq",31.1406
"P0A7N4","rpmF","Control",1,"lfq",30.4516
"P0A7N4","rpmF","Control",2,"lfq",29.0059
"P0A7N4","rpmF","Control",3,"lfq",30.8134
"P0A7N9","rpmG","Ampicillin",1,"lfq",29.4101
"P0A7N9","rpmG","Ampicillin",2,"lfq",29.3903
"P0A7N9","rpmG","Ampicillin",3,"lfq",30.3821
"P0A7N9","rpmG","Cefotaxime",1,"lfq",29.148
"P0A7N9","rpmG","Cefotaxime",2,"lfq",30.0879
"P0A7N9","rpmG","Cefotaxime",3,"lfq",29.3316
"P0A7N9","rpmG","Impipenem",1,"lfq",28.6774
"P0A7N9","rpmG","Impipenem",2,"lfq",28.8957
"P0A7N9","rpmG","Impipenem",3,"lfq",28.7847
"P0A7N9","rpmG","Ciprofloxacin",1,"lfq",30.3794
"P0A7N9","rpmG","Ciprofloxacin",2,"lfq",30.5469
"P0A7N9","rpmG","Ciprofloxacin",3,"lfq",30.3451
"P0A7N9","rpmG","Control",1,"lfq",28.8157
"P0A7N9","rpmG","Control",2,"lfq",27.8282
"P0A7N9","rpmG","Control",3,"lfq",29.0333
"P0A7P5","rpmH","Ampicillin",1,"lfq",27.3621
"P0A7P5","rpmH","Ampicillin",2,"lfq",26.4862
"P0A7P5","rpmH","Ampicillin",3,"lfq",28.2855
"P0A7P5","rpmH","Cefotaxime",1,"lfq",26.7686
"P0A7P5","rpmH","Cefotaxime",2,"lfq",28.0045
"P0A7P5","rpmH","Cefotaxime",3,"lfq",26.7918
"P0A7P5","rpmH","Impipenem",1,"lfq",26.5492
"P0A7P5","rpmH","Impipenem",2,"lfq",25.9904
"P0A7P5","rpmH","Impipenem",3,"lfq",26.6244
"P0A7P5","rpmH","Ciprofloxacin",1,"lfq",27.3324
"P0A7P5","rpmH","Ciprofloxacin",2,"lfq",26.9974
"P0A7P5","rpmH","Ciprofloxacin",3,"lfq",27.5422
"P0A7P5","rpmH","Control",1,"lfq",26.298
"P0A7P5","rpmH","Control",2,"lfq",26.3358
"P0A7P5","rpmH","Control",3,"lfq",26.6653
"P0A7R1","rplI","Ampicillin",1,"lfq",32.5154
"P0A7R1","rplI","Ampicillin",2,"lfq",32.3186
"P0A7R1","rplI","Ampicillin",3,"lfq",33.0858
"P0A7R1","rplI","Cefotaxime",1,"lfq",32.5494
"P0A7R1","rplI","Cefotaxime",2,"lfq",33.0127
"P0A7R1","rplI","Cefotaxime",3,"lfq",32.9947
"P0A7R1","rplI","Impipenem",1,"lfq",32.3063
"P0A7R1","rplI","Impipenem",2,"lfq",32.5653
"P0A7R1","rplI","Impipenem",3,"lfq",32.7258
"P0A7R1","rplI","Ciprofloxacin",1,"lfq",32.7229
"P0A7R1","rplI","Ciprofloxacin",2,"lfq",33.1337
"P0A7R1","rplI","Ciprofloxacin",3,"lfq",33.4854
"P0A7R1","rplI","Control",1,"lfq",31.9721
"P0A7R1","rplI","Control",2,"lfq",32.4014
"P0A7R1","rplI","Control",3,"lfq",32.4252
"P0A7R5","rpsJ","Ampicillin",1,"lfq",30.8776
"P0A7R5","rpsJ","Ampicillin",2,"lfq",30.909
"P0A7R5","rpsJ","Ampicillin",3,"lfq",30.3282
"P0A7R5","rpsJ","Cefotaxime",1,"lfq",30.9009
"P0A7R5","rpsJ","Cefotaxime",2,"lfq",30.1189
"P0A7R5","rpsJ","Cefotaxime",3,"lfq",30.5112
"P0A7R5","rpsJ","Impipenem",1,"lfq",31.231
"P0A7R5","rpsJ","Impipenem",2,"lfq",30.9606
"P0A7R5","rpsJ","Impipenem",3,"lfq",30.4873
"P0A7R5","rpsJ","Ciprofloxacin",1,"lfq",31.6645
"P0A7R5","rpsJ","Ciprofloxacin",2,"lfq",31.2982
"P0A7R5","rpsJ","Ciprofloxacin",3,"lfq",31.853
"P0A7R5","rpsJ","Control",1,"lfq",31.18
"P0A7R5","rpsJ","Control",2,"lfq",31.7897
"P0A7R5","rpsJ","Control",3,"lfq",31.4769
"P0A7R9","rpsK","Ampicillin",1,"lfq",29.8058
"P0A7R9","rpsK","Ampicillin",2,"lfq",29.5855
"P0A7R9","rpsK","Ampicillin",3,"lfq",30.7136
"P0A7R9","rpsK","Cefotaxime",1,"lfq",30.1347
"P0A7R9","rpsK","Cefotaxime",2,"lfq",29.9631
"P0A7R9","rpsK","Cefotaxime",3,"lfq",30.0991
"P0A7R9","rpsK","Impipenem",1,"lfq",29.3572
"P0A7R9","rpsK","Impipenem",2,"lfq",29.8326
"P0A7R9","rpsK","Impipenem",3,"lfq",29.4855
"P0A7R9","rpsK","Ciprofloxacin",1,"lfq",30.1874
"P0A7R9","rpsK","Ciprofloxacin",2,"lfq",30.5268
"P0A7R9","rpsK","Ciprofloxacin",3,"lfq",30.7713
"P0A7R9","rpsK","Control",1,"lfq",29.0545
"P0A7R9","rpsK","Control",2,"lfq",29.4968
"P0A7R9","rpsK","Control",3,"lfq",29.5932
"P0A7S9","rpsM","Ampicillin",1,"lfq",31.0669
"P0A7S9","rpsM","Ampicillin",2,"lfq",31.023
"P0A7S9","rpsM","Ampicillin",3,"lfq",30.5018
"P0A7S9","rpsM","Cefotaxime",1,"lfq",31.6705
"P0A7S9","rpsM","Cefotaxime",2,"lfq",30.6096
"P0A7S9","rpsM","Cefotaxime",3,"lfq",31.354
"P0A7S9","rpsM","Impipenem",1,"lfq",31.8001
"P0A7S9","rpsM","Impipenem",2,"lfq",32.0671
"P0A7S9","rpsM","Impipenem",3,"lfq",31.5405
"P0A7S9","rpsM","Ciprofloxacin",1,"lfq",31.7032
"P0A7S9","rpsM","Ciprofloxacin",2,"lfq",31.2738
"P0A7S9","rpsM","Ciprofloxacin",3,"lfq",31.7902
"P0A7S9","rpsM","Control",1,"lfq",31.4125
"P0A7S9","rpsM","Control",2,"lfq",31.5784
"P0A7S9","rpsM","Control",3,"lfq",31.9221
"P0A7T3","rpsP","Ampicillin",1,"lfq",31.5384
"P0A7T3","rpsP","Ampicillin",2,"lfq",30.8152
"P0A7T3","rpsP","Ampicillin",3,"lfq",32.1037
"P0A7T3","rpsP","Cefotaxime",1,"lfq",31.0379
"P0A7T3","rpsP","Cefotaxime",2,"lfq",31.217
"P0A7T3","rpsP","Cefotaxime",3,"lfq",31.1266
"P0A7T3","rpsP","Impipenem",1,"lfq",30.8762
"P0A7T3","rpsP","Impipenem",2,"lfq",30.7518
"P0A7T3","rpsP","Impipenem",3,"lfq",30.8623
"P0A7T3","rpsP","Ciprofloxacin",1,"lfq",31.7987
"P0A7T3","rpsP","Ciprofloxacin",2,"lfq",32.0087
"P0A7T3","rpsP","Ciprofloxacin",3,"lfq",32.2311
"P0A7T3","rpsP","Control",1,"lfq",30.5235
"P0A7T3","rpsP","Control",2,"lfq",30.494
"P0A7T3","rpsP","Control",3,"lfq",31.003
"P0A7T7","rpsR","Ampicillin",1,"lfq",29.9129
"P0A7T7","rpsR","Ampicillin",2,"lfq",30.2045
"P0A7T7","rpsR","Ampicillin",3,"lfq",29.7067
"P0A7T7","rpsR","Cefotaxime",1,"lfq",30.4514
"P0A7T7","rpsR","Cefotaxime",2,"lfq",30.9055
"P0A7T7","rpsR","Cefotaxime",3,"lfq",30.8407
"P0A7T7","rpsR","Impipenem",1,"lfq",30.4398
"P0A7T7","rpsR","Impipenem",2,"lfq",30.1911
"P0A7T7","rpsR","Impipenem",3,"lfq",29.7273
"P0A7T7","rpsR","Ciprofloxacin",1,"lfq",30.4994
"P0A7T7","rpsR","Ciprofloxacin",2,"lfq",30.1895
"P0A7T7","rpsR","Ciprofloxacin",3,"lfq",30.7399
"P0A7T7","rpsR","Control",1,"lfq",30.192
"P0A7T7","rpsR","Control",2,"lfq",30.4345
"P0A7T7","rpsR","Control",3,"lfq",30.0647
"P0A7U3","rpsS","Ampicillin",1,"lfq",31.416
"P0A7U3","rpsS","Ampicillin",2,"lfq",31.4252
"P0A7U3","rpsS","Ampicillin",3,"lfq",32.073
"P0A7U3","rpsS","Cefotaxime",1,"lfq",32.1279
"P0A7U3","rpsS","Cefotaxime",2,"lfq",32.4075
"P0A7U3","rpsS","Cefotaxime",3,"lfq",32.377
"P0A7U3","rpsS","Impipenem",1,"lfq",31.6803
"P0A7U3","rpsS","Impipenem",2,"lfq",31.6154
"P0A7U3","rpsS","Impipenem",3,"lfq",31.6509
"P0A7U3","rpsS","Ciprofloxacin",1,"lfq",32.3574
"P0A7U3","rpsS","Ciprofloxacin",2,"lfq",31.9677
"P0A7U3","rpsS","Ciprofloxacin",3,"lfq",32.1956
"P0A7U3","rpsS","Control",1,"lfq",31.9204
"P0A7U3","rpsS","Control",2,"lfq",31.4074
"P0A7U3","rpsS","Control",3,"lfq",32.2347
"P0A7U7","rpsT","Ampicillin",1,"lfq",29.4558
"P0A7U7","rpsT","Ampicillin",2,"lfq",29.6497
"P0A7U7","rpsT","Ampicillin",3,"lfq",30.9416
"P0A7U7","rpsT","Cefotaxime",1,"lfq",29.3897
"P0A7U7","rpsT","Cefotaxime",2,"lfq",30.1905
"P0A7U7","rpsT","Cefotaxime",3,"lfq",29.7801
"P0A7U7","rpsT","Impipenem",1,"lfq",28.9993
"P0A7U7","rpsT","Impipenem",2,"lfq",29.2508
"P0A7U7","rpsT","Impipenem",3,"lfq",29.0417
"P0A7U7","rpsT","Ciprofloxacin",1,"lfq",30.2791
"P0A7U7","rpsT","Ciprofloxacin",2,"lfq",30.5761
"P0A7U7","rpsT","Ciprofloxacin",3,"lfq",30.4451
"P0A7U7","rpsT","Control",1,"lfq",28.881
"P0A7U7","rpsT","Control",2,"lfq",29.6224
"P0A7U7","rpsT","Control",3,"lfq",29.6958
"P0A7V0","rpsB","Ampicillin",1,"lfq",31.8659
"P0A7V0","rpsB","Ampicillin",2,"lfq",31.9696
"P0A7V0","rpsB","Ampicillin",3,"lfq",31.7426
"P0A7V0","rpsB","Cefotaxime",1,"lfq",32.1054
"P0A7V0","rpsB","Cefotaxime",2,"lfq",31.9264
"P0A7V0","rpsB","Cefotaxime",3,"lfq",32.2786
"P0A7V0","rpsB","Impipenem",1,"lfq",32.1035
"P0A7V0","rpsB","Impipenem",2,"lfq",32.0516
"P0A7V0","rpsB","Impipenem",3,"lfq",31.9617
"P0A7V0","rpsB","Ciprofloxacin",1,"lfq",32.8941
"P0A7V0","rpsB","Ciprofloxacin",2,"lfq",32.2609
"P0A7V0","rpsB","Ciprofloxacin",3,"lfq",32.2276
"P0A7V0","rpsB","Control",1,"lfq",31.9054
"P0A7V0","rpsB","Control",2,"lfq",31.7597
"P0A7V0","rpsB","Control",3,"lfq",32.2473
"P0A7V3","rpsC","Ampicillin",1,"lfq",33.0004
"P0A7V3","rpsC","Ampicillin",2,"lfq",33.1836
"P0A7V3","rpsC","Ampicillin",3,"lfq",33.03
"P0A7V3","rpsC","Cefotaxime",1,"lfq",32.9672
"P0A7V3","rpsC","Cefotaxime",2,"lfq",33.2628
"P0A7V3","rpsC","Cefotaxime",3,"lfq",32.9392
"P0A7V3","rpsC","Impipenem",1,"lfq",32.7299
"P0A7V3","rpsC","Impipenem",2,"lfq",32.8494
"P0A7V3","rpsC","Impipenem",3,"lfq",32.373
"P0A7V3","rpsC","Ciprofloxacin",1,"lfq",33.5093
"P0A7V3","rpsC","Ciprofloxacin",2,"lfq",33.3861
"P0A7V3","rpsC","Ciprofloxacin",3,"lfq",33.5097
"P0A7V3","rpsC","Control",1,"lfq",32.9458
"P0A7V3","rpsC","Control",2,"lfq",33.1233
"P0A7V3","rpsC","Control",3,"lfq",33.046
"P0A7V8","rpsD","Ampicillin",1,"lfq",32.3055
"P0A7V8","rpsD","Ampicillin",2,"lfq",32.1052
"P0A7V8","rpsD","Ampicillin",3,"lfq",32.4123
"P0A7V8","rpsD","Cefotaxime",1,"lfq",32.1762
"P0A7V8","rpsD","Cefotaxime",2,"lfq",32.2866
"P0A7V8","rpsD","Cefotaxime",3,"lfq",32.3018
"P0A7V8","rpsD","Impipenem",1,"lfq",31.8611
"P0A7V8","rpsD","Impipenem",2,"lfq",32.0524
"P0A7V8","rpsD","Impipenem",3,"lfq",31.9345
"P0A7V8","rpsD","Ciprofloxacin",1,"lfq",32.9312
"P0A7V8","rpsD","Ciprofloxacin",2,"lfq",32.295
"P0A7V8","rpsD","Ciprofloxacin",3,"lfq",32.6196
"P0A7V8","rpsD","Control",1,"lfq",31.7103
"P0A7V8","rpsD","Control",2,"lfq",31.9461
"P0A7V8","rpsD","Control",3,"lfq",32.1348
"P0A7W1","rpsE","Ampicillin",1,"lfq",31.6705
"P0A7W1","rpsE","Ampicillin",2,"lfq",31.8421
"P0A7W1","rpsE","Ampicillin",3,"lfq",32.2766
"P0A7W1","rpsE","Cefotaxime",1,"lfq",31.9717
"P0A7W1","rpsE","Cefotaxime",2,"lfq",32.0291
"P0A7W1","rpsE","Cefotaxime",3,"lfq",32.6594
"P0A7W1","rpsE","Impipenem",1,"lfq",32.3451
"P0A7W1","rpsE","Impipenem",2,"lfq",32.4715
"P0A7W1","rpsE","Impipenem",3,"lfq",31.907
"P0A7W1","rpsE","Ciprofloxacin",1,"lfq",32.4375
"P0A7W1","rpsE","Ciprofloxacin",2,"lfq",32.6216
"P0A7W1","rpsE","Ciprofloxacin",3,"lfq",32.9151
"P0A7W1","rpsE","Control",1,"lfq",31.6512
"P0A7W1","rpsE","Control",2,"lfq",32.1375
"P0A7W1","rpsE","Control",3,"lfq",32.1867
"P0A7W7","rpsH","Ampicillin",1,"lfq",29.5292
"P0A7W7","rpsH","Ampicillin",2,"lfq",28.5845
"P0A7W7","rpsH","Ampicillin",3,"lfq",29.6435
"P0A7W7","rpsH","Cefotaxime",1,"lfq",30.4589
"P0A7W7","rpsH","Cefotaxime",2,"lfq",30.2323
"P0A7W7","rpsH","Cefotaxime",3,"lfq",30.0025
"P0A7W7","rpsH","Impipenem",1,"lfq",29.7854
"P0A7W7","rpsH","Impipenem",2,"lfq",29.449
"P0A7W7","rpsH","Impipenem",3,"lfq",29.9915
"P0A7W7","rpsH","Ciprofloxacin",1,"lfq",29.8575
"P0A7W7","rpsH","Ciprofloxacin",2,"lfq",29.435
"P0A7W7","rpsH","Ciprofloxacin",3,"lfq",29.5138
"P0A7W7","rpsH","Control",1,"lfq",29.1668
"P0A7W7","rpsH","Control",2,"lfq",29.5834
"P0A7W7","rpsH","Control",3,"lfq",29.2009
"P0A7X3","rpsI","Ampicillin",1,"lfq",29.8277
"P0A7X3","rpsI","Ampicillin",2,"lfq",29.5286
"P0A7X3","rpsI","Ampicillin",3,"lfq",29.8333
"P0A7X3","rpsI","Cefotaxime",1,"lfq",30.0795
"P0A7X3","rpsI","Cefotaxime",2,"lfq",29.4952
"P0A7X3","rpsI","Cefotaxime",3,"lfq",29.8909
"P0A7X3","rpsI","Impipenem",1,"lfq",29.6852
"P0A7X3","rpsI","Impipenem",2,"lfq",29.6912
"P0A7X3","rpsI","Impipenem",3,"lfq",29.2104
"P0A7X3","rpsI","Ciprofloxacin",1,"lfq",30.2238
"P0A7X3","rpsI","Ciprofloxacin",2,"lfq",30.0445
"P0A7X3","rpsI","Ciprofloxacin",3,"lfq",30.1494
"P0A7X3","rpsI","Control",1,"lfq",29.1883
"P0A7X3","rpsI","Control",2,"lfq",29.5619
"P0A7X3","rpsI","Control",3,"lfq",29.9205
"P0A7X6","rimM","Ampicillin",1,"lfq",25.7891
"P0A7X6","rimM","Ampicillin",2,"lfq",25.6609
"P0A7X6","rimM","Ampicillin",3,"lfq",26.027
"P0A7X6","rimM","Cefotaxime",1,"lfq",26.6501
"P0A7X6","rimM","Cefotaxime",2,"lfq",26.6256
"P0A7X6","rimM","Cefotaxime",3,"lfq",26.4932
"P0A7X6","rimM","Impipenem",1,"lfq",25.4525
"P0A7X6","rimM","Impipenem",2,"lfq",25.1139
"P0A7X6","rimM","Impipenem",3,"lfq",24.2628
"P0A7X6","rimM","Ciprofloxacin",1,"lfq",25.9038
"P0A7X6","rimM","Ciprofloxacin",2,"lfq",26.4557
"P0A7X6","rimM","Ciprofloxacin",3,"lfq",26.9496
"P0A7X6","rimM","Control",1,"lfq",25.5146
"P0A7X6","rimM","Control",2,"lfq",26.2845
"P0A7X6","rimM","Control",3,"lfq",26.033
"P0A7Z0","rpiA","Ampicillin",1,"lfq",29.6626
"P0A7Z0","rpiA","Ampicillin",2,"lfq",29.971
"P0A7Z0","rpiA","Ampicillin",3,"lfq",30.227
"P0A7Z0","rpiA","Cefotaxime",1,"lfq",29.3527
"P0A7Z0","rpiA","Cefotaxime",2,"lfq",29.421
"P0A7Z0","rpiA","Cefotaxime",3,"lfq",29.6576
"P0A7Z0","rpiA","Impipenem",1,"lfq",29.0016
"P0A7Z0","rpiA","Impipenem",2,"lfq",29.5424
"P0A7Z0","rpiA","Impipenem",3,"lfq",29.5202
"P0A7Z0","rpiA","Ciprofloxacin",1,"lfq",30.1273
"P0A7Z0","rpiA","Ciprofloxacin",2,"lfq",30.6036
"P0A7Z0","rpiA","Ciprofloxacin",3,"lfq",30.313
"P0A7Z0","rpiA","Control",1,"lfq",29.5957
"P0A7Z0","rpiA","Control",2,"lfq",30.0325
"P0A7Z0","rpiA","Control",3,"lfq",29.4082
"P0A7Z4","rpoA","Ampicillin",1,"lfq",32.4651
"P0A7Z4","rpoA","Ampicillin",2,"lfq",32.044
"P0A7Z4","rpoA","Ampicillin",3,"lfq",32.6388
"P0A7Z4","rpoA","Cefotaxime",1,"lfq",32.1149
"P0A7Z4","rpoA","Cefotaxime",2,"lfq",32.5518
"P0A7Z4","rpoA","Cefotaxime",3,"lfq",32.4739
"P0A7Z4","rpoA","Impipenem",1,"lfq",32.0347
"P0A7Z4","rpoA","Impipenem",2,"lfq",32.0197
"P0A7Z4","rpoA","Impipenem",3,"lfq",32.3619
"P0A7Z4","rpoA","Ciprofloxacin",1,"lfq",32.458
"P0A7Z4","rpoA","Ciprofloxacin",2,"lfq",32.2635
"P0A7Z4","rpoA","Ciprofloxacin",3,"lfq",32.3642
"P0A7Z4","rpoA","Control",1,"lfq",32.2035
"P0A7Z4","rpoA","Control",2,"lfq",32.0964
"P0A7Z4","rpoA","Control",3,"lfq",32.0705
"P0A800","rpoZ","Ampicillin",1,"lfq",27.7421
"P0A800","rpoZ","Ampicillin",2,"lfq",28.889
"P0A800","rpoZ","Ampicillin",3,"lfq",28.904
"P0A800","rpoZ","Cefotaxime",1,"lfq",29.7416
"P0A800","rpoZ","Cefotaxime",2,"lfq",30.2683
"P0A800","rpoZ","Cefotaxime",3,"lfq",29.5878
"P0A800","rpoZ","Impipenem",1,"lfq",28.8411
"P0A800","rpoZ","Impipenem",2,"lfq",28.8968
"P0A800","rpoZ","Impipenem",3,"lfq",29.6313
"P0A800","rpoZ","Ciprofloxacin",1,"lfq",29.3559
"P0A800","rpoZ","Ciprofloxacin",2,"lfq",28.1005
"P0A800","rpoZ","Ciprofloxacin",3,"lfq",28.9193
"P0A800","rpoZ","Control",1,"lfq",28.8478
"P0A800","rpoZ","Control",2,"lfq",29.2544
"P0A800","rpoZ","Control",3,"lfq",28.7982
"P0A805","frr","Ampicillin",1,"lfq",31.1045
"P0A805","frr","Ampicillin",2,"lfq",31.2768
"P0A805","frr","Ampicillin",3,"lfq",31.9464
"P0A805","frr","Cefotaxime",1,"lfq",31.3115
"P0A805","frr","Cefotaxime",2,"lfq",32.2075
"P0A805","frr","Cefotaxime",3,"lfq",31.9288
"P0A805","frr","Impipenem",1,"lfq",30.8625
"P0A805","frr","Impipenem",2,"lfq",31.0808
"P0A805","frr","Impipenem",3,"lfq",31.0486
"P0A805","frr","Ciprofloxacin",1,"lfq",31.5381
"P0A805","frr","Ciprofloxacin",2,"lfq",31.9166
"P0A805","frr","Ciprofloxacin",3,"lfq",31.8795
"P0A805","frr","Control",1,"lfq",31.2491
"P0A805","frr","Control",2,"lfq",31.3793
"P0A805","frr","Control",3,"lfq",31.0702
"P0A817","metK","Ampicillin",1,"lfq",28.9976
"P0A817","metK","Ampicillin",2,"lfq",29.1023
"P0A817","metK","Ampicillin",3,"lfq",29.2144
"P0A817","metK","Cefotaxime",1,"lfq",28.5669
"P0A817","metK","Cefotaxime",2,"lfq",28.6262
"P0A817","metK","Cefotaxime",3,"lfq",28.6258
"P0A817","metK","Impipenem",1,"lfq",28.6899
"P0A817","metK","Impipenem",2,"lfq",28.9063
"P0A817","metK","Impipenem",3,"lfq",28.4378
"P0A817","metK","Ciprofloxacin",1,"lfq",29.6333
"P0A817","metK","Ciprofloxacin",2,"lfq",29.5796
"P0A817","metK","Ciprofloxacin",3,"lfq",29.7738
"P0A817","metK","Control",1,"lfq",28.807
"P0A817","metK","Control",2,"lfq",28.8606
"P0A817","metK","Control",3,"lfq",28.6162
"P0A821","selA","Ampicillin",1,"lfq",26.5143
"P0A821","selA","Ampicillin",2,"lfq",26.4961
"P0A821","selA","Ampicillin",3,"lfq",25.9387
"P0A821","selA","Cefotaxime",1,"lfq",26.4538
"P0A821","selA","Cefotaxime",2,"lfq",27.0402
"P0A821","selA","Cefotaxime",3,"lfq",27.0388
"P0A821","selA","Impipenem",1,"lfq",26.8405
"P0A821","selA","Impipenem",2,"lfq",27.0533
"P0A821","selA","Impipenem",3,"lfq",25.8287
"P0A821","selA","Ciprofloxacin",1,"lfq",26.7251
"P0A821","selA","Ciprofloxacin",2,"lfq",25.5035
"P0A821","selA","Ciprofloxacin",3,"lfq",24.8768
"P0A821","selA","Control",1,"lfq",26.7867
"P0A821","selA","Control",2,"lfq",24.9848
"P0A821","selA","Control",3,"lfq",26.1084
"P0A825","glyA","Ampicillin",1,"lfq",33.7718
"P0A825","glyA","Ampicillin",2,"lfq",33.9836
"P0A825","glyA","Ampicillin",3,"lfq",34.0727
"P0A825","glyA","Cefotaxime",1,"lfq",33.7315
"P0A825","glyA","Cefotaxime",2,"lfq",33.7136
"P0A825","glyA","Cefotaxime",3,"lfq",33.9388
"P0A825","glyA","Impipenem",1,"lfq",33.4942
"P0A825","glyA","Impipenem",2,"lfq",33.836
"P0A825","glyA","Impipenem",3,"lfq",33.2829
"P0A825","glyA","Ciprofloxacin",1,"lfq",33.8721
"P0A825","glyA","Ciprofloxacin",2,"lfq",34.2057
"P0A825","glyA","Ciprofloxacin",3,"lfq",33.8834
"P0A825","glyA","Control",1,"lfq",33.894
"P0A825","glyA","Control",2,"lfq",33.9954
"P0A825","glyA","Control",3,"lfq",33.4962
"P0A832","smpB","Ampicillin",1,"lfq",24.816
"P0A832","smpB","Ampicillin",2,"lfq",25.0878
"P0A832","smpB","Ampicillin",3,"lfq",24.7103
"P0A832","smpB","Cefotaxime",1,"lfq",24.5465
"P0A832","smpB","Cefotaxime",2,"lfq",24.55
"P0A832","smpB","Cefotaxime",3,"lfq",24.5045
"P0A832","smpB","Impipenem",1,"lfq",24.3926
"P0A832","smpB","Impipenem",2,"lfq",24.5486
"P0A832","smpB","Impipenem",3,"lfq",23.907
"P0A832","smpB","Ciprofloxacin",1,"lfq",25.2976
"P0A832","smpB","Ciprofloxacin",2,"lfq",24.5795
"P0A832","smpB","Ciprofloxacin",3,"lfq",24.5032
"P0A832","smpB","Control",1,"lfq",24.781
"P0A832","smpB","Control",2,"lfq",24.5724
"P0A832","smpB","Control",3,"lfq",24.9178
"P0A836","sucC","Ampicillin",1,"lfq",33.1877
"P0A836","sucC","Ampicillin",2,"lfq",33.2355
"P0A836","sucC","Ampicillin",3,"lfq",32.7996
"P0A836","sucC","Cefotaxime",1,"lfq",32.8762
"P0A836","sucC","Cefotaxime",2,"lfq",32.5775
"P0A836","sucC","Cefotaxime",3,"lfq",32.7613
"P0A836","sucC","Impipenem",1,"lfq",33.0075
"P0A836","sucC","Impipenem",2,"lfq",32.8384
"P0A836","sucC","Impipenem",3,"lfq",32.8043
"P0A836","sucC","Ciprofloxacin",1,"lfq",33.1192
"P0A836","sucC","Ciprofloxacin",2,"lfq",33.0578
"P0A836","sucC","Ciprofloxacin",3,"lfq",33.4064
"P0A836","sucC","Control",1,"lfq",33.019
"P0A836","sucC","Control",2,"lfq",32.818
"P0A836","sucC","Control",3,"lfq",32.7921
"P0A847","tgt","Ampicillin",1,"lfq",23.8607
"P0A847","tgt","Ampicillin",2,"lfq",25.3178
"P0A847","tgt","Ampicillin",3,"lfq",25.1556
"P0A847","tgt","Cefotaxime",1,"lfq",24.8823
"P0A847","tgt","Cefotaxime",2,"lfq",25.328
"P0A847","tgt","Cefotaxime",3,"lfq",25.204
"P0A847","tgt","Impipenem",1,"lfq",24.9667
"P0A847","tgt","Impipenem",2,"lfq",24.7934
"P0A847","tgt","Impipenem",3,"lfq",23.9543
"P0A847","tgt","Ciprofloxacin",1,"lfq",25.8213
"P0A847","tgt","Ciprofloxacin",2,"lfq",24.8694
"P0A847","tgt","Ciprofloxacin",3,"lfq",25.2176
"P0A847","tgt","Control",1,"lfq",25.2504
"P0A847","tgt","Control",2,"lfq",24.7556
"P0A847","tgt","Control",3,"lfq",25.2426
"P0A850","tig","Ampicillin",1,"lfq",32.9254
"P0A850","tig","Ampicillin",2,"lfq",32.3667
"P0A850","tig","Ampicillin",3,"lfq",32.9376
"P0A850","tig","Cefotaxime",1,"lfq",32.6635
"P0A850","tig","Cefotaxime",2,"lfq",33.1927
"P0A850","tig","Cefotaxime",3,"lfq",32.5794
"P0A850","tig","Impipenem",1,"lfq",32.3576
"P0A850","tig","Impipenem",2,"lfq",32.203
"P0A850","tig","Impipenem",3,"lfq",32.5022
"P0A850","tig","Ciprofloxacin",1,"lfq",33.2442
"P0A850","tig","Ciprofloxacin",2,"lfq",33.0827
"P0A850","tig","Ciprofloxacin",3,"lfq",32.8887
"P0A850","tig","Control",1,"lfq",32.1098
"P0A850","tig","Control",2,"lfq",32.2083
"P0A850","tig","Control",3,"lfq",32.4566
"P0A853","tnaA","Ampicillin",1,"lfq",35.5203
"P0A853","tnaA","Ampicillin",2,"lfq",35.8001
"P0A853","tnaA","Ampicillin",3,"lfq",35.4213
"P0A853","tnaA","Cefotaxime",1,"lfq",35.48
"P0A853","tnaA","Cefotaxime",2,"lfq",35.2203
"P0A853","tnaA","Cefotaxime",3,"lfq",35.7903
"P0A853","tnaA","Impipenem",1,"lfq",35.7934
"P0A853","tnaA","Impipenem",2,"lfq",35.7492
"P0A853","tnaA","Impipenem",3,"lfq",35.6474
"P0A853","tnaA","Ciprofloxacin",1,"lfq",36.2857
"P0A853","tnaA","Ciprofloxacin",2,"lfq",36.5045
"P0A853","tnaA","Ciprofloxacin",3,"lfq",36.7415
"P0A853","tnaA","Control",1,"lfq",35.4116
"P0A853","tnaA","Control",2,"lfq",35.6942
"P0A853","tnaA","Control",3,"lfq",35.598
"P0A855","tolB","Ampicillin",1,"lfq",28.1334
"P0A855","tolB","Ampicillin",2,"lfq",28.6151
